match_id,radiant_win
380,False
381,False
382,True
383,True
384,True
385,True
386,True
387,False
388,False
389,False
390,False
391,True
392,True
393,True
394,False
395,False
396,False
397,True
398,False
399,True
400,True
401,True
402,True
403,True
404,True
405,False
406,True
407,False
408,True
409,False
410,True
411,True
412,False
413,False
414,True
415,False
416,False
417,True
418,False
419,False
420,False
421,False
422,True
423,False
424,False
425,False
426,True
427,True
428,False
429,False
430,False
431,True
432,True
433,True
434,False
435,False
436,True
437,True
438,True
439,False
440,False
441,True
442,True
443,True
444,True
445,True
446,False
447,False
448,True
449,True
450,True
451,False
452,True
453,True
454,True
455,False
456,False
457,False
458,True
459,True
460,True
461,False
462,True
463,True
464,False
465,False
466,False
467,True
468,False
469,False
470,True
471,True
472,False
473,True
474,True
475,True
476,False
477,True
478,False
479,False
480,False
481,True
482,False
483,False
484,False
485,True
486,True
487,True
488,True
489,False
490,True
491,False
492,False
493,True
494,False
495,False
496,True
497,True
498,True
499,True
500,True
501,True
502,False
503,True
504,False
505,True
506,True
507,True
508,True
509,True
510,True
511,True
512,False
513,False
514,True
515,False
516,True
517,False
518,True
519,True
520,False
521,False
522,False
523,False
524,True
525,True
526,False
527,True
528,True
529,True
530,False
531,True
532,True
533,False
534,False
535,True
536,False
537,False
538,False
539,True
540,False
541,False
542,False
543,False
544,False
545,True
546,False
547,True
548,True
549,False
550,False
551,True
552,False
553,False
554,True
555,True
556,False
557,False
558,True
559,False
560,False
561,True
562,False
563,True
564,False
565,False
566,False
567,False
568,False
569,False
570,True
571,False
572,False
573,False
574,False
575,False
576,False
577,True
578,True
579,False
580,True
581,False
582,True
583,False
584,False
585,False
586,True
587,False
588,False
589,False
590,True
591,False
592,True
593,False
594,True
595,True
596,False
597,False
598,True
599,False
600,False
601,True
602,False
603,False
604,False
605,False
606,True
607,False
608,True
609,False
610,False
611,False
612,True
613,True
614,False
615,True
616,True
617,False
618,False
619,False
620,True
621,False
622,False
623,True
624,False
625,False
626,False
627,True
628,True
629,False
630,False
631,False
632,True
633,False
634,False
635,False
636,False
637,True
638,False
639,True
640,True
641,True
642,False
643,False
644,True
645,False
646,False
647,False
648,False
649,True
650,False
651,True
652,False
653,True
654,True
655,False
656,False
657,False
658,True
659,True
660,False
661,True
662,True
663,True
664,True
665,False
666,True
667,True
668,False
669,True
670,True
671,True
672,True
673,True
674,False
675,True
676,True
677,True
678,True
679,True
680,False
681,False
682,False
683,True
684,True
685,False
686,True
687,True
688,True
689,True
690,True
691,True
692,False
693,False
694,False
695,True
696,True
697,True
698,True
699,False
700,True
701,True
702,True
703,True
704,True
705,True
706,True
707,True
708,True
709,True
710,True
711,True
712,False
713,True
714,True
715,True
716,True
717,False
718,False
719,False
720,False
721,True
722,True
723,False
724,False
725,True
726,False
727,False
728,True
729,True
730,False
731,False
732,True
733,True
734,True
735,True
736,True
737,False
738,False
739,False
740,False
741,False
742,False
743,True
744,False
745,True
746,True
747,True
748,False
749,True
750,True
751,True
752,False
753,False
754,False
755,True
756,False
757,True
758,True
759,False
760,False
761,False
762,False
763,True
764,True
765,True
766,False
767,False
768,False
769,False
770,True
771,False
772,False
773,True
774,False
775,True
776,True
777,False
778,False
779,True
780,False
781,True
782,False
783,True
784,True
785,False
786,True
787,False
788,True
789,True
790,True
791,True
792,False
793,False
794,True
795,True
796,False
797,True
798,False
799,False
800,True
801,False
802,True
803,False
804,True
805,False
806,True
807,False
808,True
809,True
810,False
811,False
812,False
813,True
814,True
815,False
816,False
817,False
818,True
819,False
820,False
821,False
822,False
823,True
824,False
825,False
826,False
827,False
828,True
829,True
830,True
831,False
832,True
833,False
834,False
835,True
836,False
837,True
838,False
839,False
840,False
841,True
842,True
843,False
844,True
845,False
846,False
847,True
848,False
849,True
850,True
851,True
852,False
853,False
854,True
855,False
856,True
857,True
858,False
859,True
860,False
861,True
862,False
863,False
864,True
865,True
866,True
867,False
868,False
869,False
870,False
871,False
872,False
873,False
874,False
875,False
876,False
877,False
878,True
879,True
880,False
881,True
882,False
883,True
884,True
885,False
886,False
887,True
888,False
889,True
890,False
891,True
892,True
893,False
894,True
895,True
896,False
897,False
898,False
899,True
900,True
901,False
902,False
903,True
904,False
905,False
906,True
907,True
908,True
909,True
910,False
911,False
912,True
913,True
914,False
915,False
916,True
917,False
918,True
919,True
920,True
921,False
922,True
923,False
924,False
925,True
926,True
927,True
928,False
929,False
930,False
931,True
932,False
933,False
934,False
935,False
936,False
937,False
938,False
939,True
940,False
941,True
942,True
943,False
944,False
945,True
946,True
947,False
948,False
949,True
950,False
951,True
952,False
953,False
954,True
955,True
956,True
957,False
958,True
959,True
960,False
961,True
962,True
963,True
964,True
965,True
966,True
967,False
968,False
969,False
970,True
971,True
972,False
973,True
974,True
975,False
976,False
977,False
978,True
979,False
980,False
981,True
982,True
983,True
984,False
985,True
986,True
987,True
988,True
989,True
990,False
991,True
992,True
993,False
994,True
995,True
996,True
997,True
998,False
999,True
1000,True
1001,False
1002,True
1003,False
1004,False
1005,True
1006,True
1007,True
1008,True
1009,True
1010,True
1011,False
1012,False
1013,True
1014,False
1015,False
1016,True
1017,True
1018,False
1019,False
1020,True
1021,False
1022,False
1023,False
1024,False
1025,False
1026,True
1027,False
1028,False
1029,False
1030,True
1031,False
1032,False
1033,True
1034,True
1035,True
1036,True
1037,False
1038,False
1039,False
1040,True
1041,False
1042,True
1043,False
1044,True
1045,False
1046,False
1047,True
1048,False
1049,True
1050,False
1051,False
1052,False
1053,False
1054,False
1055,False
1056,False
1057,True
1058,True
1059,False
1060,True
1061,True
1062,True
1063,True
1064,False
1065,True
1066,False
1067,False
1068,True
1069,False
1070,False
1071,True
1072,False
1073,False
1074,True
1075,True
1076,False
1077,False
1078,False
1079,False
1080,True
1081,False
1082,False
1083,True
1084,False
1085,False
1086,False
1087,True
1088,True
1089,False
1090,False
1091,False
1092,True
1093,False
1094,True
1095,True
1096,False
1097,False
1098,True
1099,False
1100,True
1101,False
1102,False
1103,True
1104,False
1105,False
1106,True
1107,True
1108,True
1109,False
1110,False
1111,False
1112,True
1113,True
1114,False
1115,False
1116,True
1117,True
1118,True
1119,True
1120,True
1121,True
1122,True
1123,False
1124,True
1125,False
1126,True
1127,False
1128,False
1129,False
1130,True
1131,False
1132,True
1133,False
1134,False
1135,False
1136,True
1137,False
1138,True
1139,False
1140,True
1141,False
1142,False
1143,False
1144,False
1145,False
1146,False
1147,True
1148,True
1149,True
1150,True
1151,False
1152,True
1153,True
1154,True
1155,True
1156,True
1157,True
1158,False
1159,True
1160,False
1161,True
1162,False
1163,True
1164,True
1165,False
1166,True
1167,True
1168,False
1169,False
1170,True
1171,False
1172,True
1173,True
1174,False
1175,False
1176,True
1177,False
1178,False
1179,True
1180,False
1181,False
1182,True
1183,True
1184,False
1185,False
1186,False
1187,False
1188,False
1189,False
1190,False
1191,False
1192,True
1193,False
1194,True
1195,False
1196,True
1197,False
1198,False
1199,True
1200,False
1201,False
1202,False
1203,True
1204,False
1205,True
1206,True
1207,True
1208,True
1209,True
1210,True
1211,False
1212,True
1213,False
1214,True
1215,True
1216,True
1217,True
1218,True
1219,False
1220,True
1221,False
1222,True
1223,False
1224,True
1225,False
1226,True
1227,True
1228,True
1229,False
1230,False
1231,True
1232,False
1233,False
1234,False
1235,True
1236,False
1237,True
1238,True
1239,False
1240,False
1241,True
1242,True
1243,False
1244,False
1245,False
1246,False
1247,True
1248,False
1249,True
1250,False
1251,True
1252,False
1253,True
1254,True
1255,False
1256,True
1257,False
1258,True
1259,False
1260,False
1261,True
1262,False
1263,True
1264,False
1265,True
1266,True
1267,False
1268,True
1269,True
1270,True
1271,False
1272,True
1273,False
1274,False
1275,False
1276,True
1277,False
1278,False
1279,True
1280,False
1281,False
1282,False
1283,False
1284,True
1285,True
1286,True
1287,True
1288,True
1289,False
1290,True
1291,False
1292,False
1293,True
1294,True
1295,False
1296,False
1297,False
1298,True
1299,False
1300,True
1301,True
1302,False
1303,True
1304,False
1305,False
1306,False
1307,True
1308,False
1309,True
1310,True
1311,True
1312,True
1313,False
1314,False
1315,True
1316,False
1317,True
1318,True
1319,True
1320,False
1321,False
1322,True
1323,True
1324,False
1325,False
1326,True
1327,False
1328,True
1329,True
1330,False
1331,True
1332,False
1333,True
1334,True
1335,False
1336,True
1337,True
1338,True
1339,True
1340,False
1341,False
1342,False
1343,True
1344,True
1345,False
1346,True
1347,False
1348,True
1349,False
1350,False
1351,False
1352,True
1353,True
1354,False
1355,True
1356,False
1357,True
1358,False
1359,True
1360,True
1361,False
1362,True
1363,True
1364,True
1365,True
1366,False
1367,True
1368,True
1369,False
1370,True
1371,False
1372,False
1373,True
1374,True
1375,True
1376,False
1377,True
1378,False
1379,True
1380,False
1381,True
1382,True
1383,False
1384,False
1385,True
1386,False
1387,False
1388,False
1389,False
1390,True
1391,False
1392,False
1393,False
1394,True
1395,True
1396,True
1397,False
1398,True
1399,False
1400,False
1401,True
1402,False
1403,False
1404,False
1405,True
1406,False
1407,False
1408,False
1409,True
1410,False
1411,False
1412,True
1413,False
1414,True
1415,True
1416,True
1417,False
1418,False
1419,False
1420,True
1421,True
1422,True
1423,True
1424,True
1425,True
1426,False
1427,True
1428,False
1429,True
1430,True
1431,False
1432,True
1433,False
1434,False
1435,True
1436,True
1437,False
1438,True
1439,True
1440,True
1441,False
1442,True
1443,True
1444,False
1445,True
1446,True
1447,False
1448,True
1449,False
1450,True
1451,False
1452,False
1453,True
1454,True
1455,True
1456,False
1457,True
1458,True
1459,True
1460,True
1461,False
1462,True
1463,False
1464,True
1465,False
1466,False
1467,True
1468,True
1469,True
1470,True
1471,True
1472,True
1473,False
1474,False
1475,True
1476,True
1477,False
1478,False
1479,True
1480,False
1481,True
1482,True
1483,True
1484,True
1485,True
1486,False
1487,True
1488,True
1489,False
1490,True
1491,True
1492,True
1493,True
1494,True
1495,True
1496,False
1497,True
1498,False
1499,False
1500,True
1501,False
1502,False
1503,True
1504,False
1505,True
1506,True
1507,True
1508,False
1509,True
1510,False
1511,True
1512,True
1513,True
1514,True
1515,False
1516,False
1517,True
1518,True
1519,False
1520,False
1521,True
1522,True
1523,True
1524,False
1525,True
1526,True
1527,False
1528,False
1529,True
1530,False
1531,True
1532,True
1533,True
1534,True
1535,False
1536,False
1537,True
1538,False
1539,True
1540,True
1541,True
1542,True
1543,False
1544,False
1545,True
1546,True
1547,True
1548,True
1549,False
1550,False
1551,True
1552,True
1553,True
1554,True
1555,True
1556,False
1557,False
1558,False
1559,False
1560,False
1561,True
1562,True
1563,False
1564,False
1565,True
1566,True
1567,True
1568,True
1569,False
1570,False
1571,True
1572,False
1573,False
1574,True
1575,False
1576,True
1577,True
1578,False
1579,True
1580,False
1581,True
1582,False
1583,False
1584,False
1585,False
1586,True
1587,False
1588,True
1589,True
1590,False
1591,True
1592,False
1593,False
1594,False
1595,True
1596,True
1597,True
1598,True
1599,True
1600,False
1601,False
1602,False
1603,True
1604,False
1605,True
1606,True
1607,True
1608,True
1609,False
1610,False
1611,False
1612,True
1613,False
1614,False
1615,True
1616,False
1617,False
1618,True
1619,False
1620,True
1621,True
1622,True
1623,False
1624,False
1625,True
1626,False
1627,True
1628,False
1629,True
1630,True
1631,False
1632,False
1633,True
1634,False
1635,False
1636,False
1637,True
1638,False
1639,False
1640,False
1641,True
1642,True
1643,False
1644,False
1645,True
1646,False
1647,False
1648,False
1649,True
1650,False
1651,True
1652,True
1653,False
1654,False
1655,False
1656,False
1657,False
1658,True
1659,True
1660,False
1661,True
1662,True
1663,True
1664,True
1665,False
1666,True
1667,True
1668,False
1669,False
1670,False
1671,True
1672,False
1673,False
1674,True
1675,False
1676,False
1677,True
1678,True
1679,True
1680,False
1681,False
1682,True
1683,False
1684,False
1685,True
1686,True
1687,True
1688,True
1689,False
1690,False
1691,True
1692,False
1693,True
1694,False
1695,False
1696,True
1697,True
1698,True
1699,False
1700,True
1701,True
1702,True
1703,True
1704,False
1705,True
1706,True
1707,False
1708,True
1709,True
1710,True
1711,False
1712,True
1713,True
1714,True
1715,True
1716,False
1717,False
1718,False
1719,False
1720,False
1721,False
1722,True
1723,False
1724,False
1725,True
1726,False
1727,False
1728,True
1729,True
1730,False
1731,True
1732,True
1733,True
1734,True
1735,False
1736,True
1737,False
1738,False
1739,True
1740,False
1741,True
1742,True
1743,False
1744,True
1745,True
1746,True
1747,True
1748,True
1749,False
1750,True
1751,False
1752,False
1753,False
1754,False
1755,False
1756,False
1757,True
1758,False
1759,False
1760,True
1761,False
1762,True
1763,True
1764,False
1765,True
1766,True
1767,False
1768,False
1769,False
1770,True
1771,True
1772,True
1773,False
1774,True
1775,True
1776,False
1777,True
1778,False
1779,True
1780,True
1781,False
1782,False
1783,False
1784,False
1785,True
1786,False
1787,True
1788,False
1789,True
1790,False
1791,True
1792,True
1793,True
1794,False
1795,True
1796,True
1797,False
1798,True
1799,True
1800,True
1801,False
1802,False
1803,True
1804,True
1805,False
1806,True
1807,True
1808,False
1809,False
1810,False
1811,True
1812,True
1813,True
1814,True
1815,False
1816,True
1817,True
1818,False
1819,True
1820,False
1821,True
1822,False
1823,True
1824,True
1825,False
1826,False
1827,True
1828,True
1829,False
1830,True
1831,True
1832,False
1833,False
1834,False
1835,False
1836,True
1837,False
1838,True
1839,False
1840,False
1841,False
1842,True
1843,True
1844,False
1845,True
1846,False
1847,True
1848,True
1849,True
1850,True
1851,True
1852,False
1853,True
1854,False
1855,True
1856,False
1857,True
1858,True
1859,False
1860,True
1861,False
1862,False
1863,True
1864,True
1865,False
1866,False
1867,True
1868,True
1869,True
1870,False
1871,False
1872,False
1873,True
1874,True
1875,True
1876,False
1877,True
1878,False
1879,True
1880,True
1881,True
1882,True
1883,True
1884,True
1885,False
1886,False
1887,False
1888,True
1889,True
1890,True
1891,True
1892,False
1893,True
1894,False
1895,False
1896,True
1897,True
1898,True
1899,False
1900,True
1901,True
1902,False
1903,True
1904,True
1905,False
1906,False
1907,False
1908,False
1909,False
1910,False
1911,True
1912,False
1913,True
1914,True
1915,True
1916,False
1917,True
1918,True
1919,True
1920,True
1921,False
1922,False
1923,False
1924,False
1925,True
1926,False
1927,False
1928,False
1929,True
1930,False
1931,False
1932,True
1933,True
1934,False
1935,False
1936,False
1937,False
1938,False
1939,True
1940,False
1941,True
1942,True
1943,True
1944,True
1945,True
1946,False
1947,True
1948,True
1949,False
1950,True
1951,False
1952,True
1953,True
1954,True
1955,True
1956,True
1957,True
1958,True
1959,False
1960,False
1961,False
1962,True
1963,True
1964,False
1965,False
1966,True
1967,True
1968,True
1969,False
1970,True
1971,True
1972,False
1973,False
1974,True
1975,True
1976,True
1977,False
1978,True
1979,True
1980,True
1981,True
1982,True
1983,False
1984,True
1985,False
1986,True
1987,True
1988,False
1989,True
1990,False
1991,True
1992,True
1993,False
1994,True
1995,True
1996,True
1997,True
1998,True
1999,False
2000,False
2001,True
2002,True
2003,True
2004,False
2005,True
2006,True
2007,True
2008,True
2009,True
2010,False
2011,False
2012,True
2013,True
2014,False
2015,True
2016,False
2017,False
2018,False
2019,False
2020,True
2021,True
2022,True
2023,False
2024,False
2025,False
2026,True
2027,True
2028,False
2029,True
2030,True
2031,True
2032,False
2033,False
2034,True
2035,True
2036,False
2037,True
2038,False
2039,False
2040,True
2041,True
2042,False
2043,True
2044,False
2045,True
2046,True
2047,False
2048,True
2049,False
2050,False
2051,False
2052,True
2053,True
2054,False
2055,True
2056,True
2057,False
2058,True
2059,False
2060,True
2061,True
2062,True
2063,True
2064,True
2065,True
2066,True
2067,True
2068,True
2069,True
2070,False
2071,True
2072,False
2073,True
2074,False
2075,True
2076,False
2077,True
2078,False
2079,False
2080,True
2081,True
2082,True
2083,True
2084,False
2085,True
2086,False
2087,False
2088,True
2089,False
2090,False
2091,False
2092,False
2093,True
2094,True
2095,False
2096,True
2097,True
2098,True
2099,False
2100,True
2101,True
2102,False
2103,True
2104,True
2105,True
2106,True
2107,False
2108,False
2109,True
2110,True
2111,True
2112,True
2113,False
2114,True
2115,False
2116,False
2117,True
2118,False
2119,True
2120,False
2121,False
2122,False
2123,True
2124,False
2125,False
2126,False
2127,True
2128,True
2129,True
2130,True
2131,False
2132,True
2133,False
2134,False
2135,False
2136,False
2137,True
2138,False
2139,True
2140,True
2141,False
2142,False
2143,False
2144,False
2145,False
2146,True
2147,True
2148,True
2149,False
2150,True
2151,True
2152,False
2153,True
2154,False
2155,True
2156,True
2157,True
2158,True
2159,True
2160,True
2161,True
2162,False
2163,False
2164,True
2165,True
2166,False
2167,False
2168,True
2169,True
2170,False
2171,True
2172,True
2173,True
2174,True
2175,False
2176,True
2177,False
2178,False
2179,True
2180,True
2181,False
2182,True
2183,False
2184,False
2185,False
2186,False
2187,True
2188,False
2189,False
2190,True
2191,True
2192,True
2193,True
2194,False
2195,True
2196,True
2197,False
2198,True
2199,False
2200,False
2201,True
2202,False
2203,True
2204,True
2205,True
2206,True
2207,False
2208,True
2209,False
2210,False
2211,True
2212,True
2213,True
2214,False
2215,False
2216,False
2217,False
2218,True
2219,False
2220,False
2221,False
2222,True
2223,False
2224,False
2225,True
2226,True
2227,True
2228,True
2229,True
2230,True
2231,True
2232,False
2233,True
2234,False
2235,False
2236,False
2237,True
2238,False
2239,False
2240,False
2241,True
2242,False
2243,True
2244,True
2245,False
2246,False
2247,True
2248,True
2249,True
2250,False
2251,True
2252,True
2253,False
2254,False
2255,True
2256,False
2257,False
2258,False
2259,True
2260,False
2261,True
2262,False
2263,True
2264,False
2265,True
2266,True
2267,False
2268,False
2269,False
2270,True
2271,True
2272,False
2273,False
2274,True
2275,True
2276,False
2277,True
2278,False
2279,False
2280,False
2281,True
2282,True
2283,False
2284,False
2285,False
2286,False
2287,True
2288,True
2289,False
2290,True
2291,False
2292,False
2293,True
2294,True
2295,True
2296,True
2297,True
2298,False
2299,True
2300,False
2301,True
2302,True
2303,True
2304,False
2305,True
2306,True
2307,True
2308,False
2309,False
2310,True
2311,True
2312,True
2313,False
2314,True
2315,True
2316,True
2317,True
2318,False
2319,False
2320,True
2321,False
2322,False
2323,False
2324,False
2325,True
2326,False
2327,False
2328,True
2329,False
2330,True
2331,True
2332,False
2333,False
2334,True
2335,False
2336,False
2337,False
2338,True
2339,True
2340,True
2341,False
2342,True
2343,False
2344,True
2345,False
2346,True
2347,True
2348,True
2349,True
2350,False
2351,True
2352,True
2353,False
2354,True
2355,True
2356,True
2357,True
2358,True
2359,True
2360,True
2361,True
2362,False
2363,True
2364,False
2365,False
2366,True
2367,False
2368,False
2369,False
2370,False
2371,True
2372,True
2373,False
2374,True
2375,True
2376,False
2377,True
2378,False
2379,True
2380,True
2381,True
2382,False
2383,False
2384,True
2385,False
2386,False
2387,False
2388,True
2389,True
2390,True
2391,True
2392,True
2393,True
2394,True
2395,False
2396,True
2397,False
2398,False
2399,True
2400,False
2401,True
2402,True
2403,True
2404,True
2405,True
2406,False
2407,False
2408,True
2409,True
2410,True
2411,False
2412,False
2413,False
2414,False
2415,True
2416,False
2417,False
2418,False
2419,False
2420,True
2421,False
2422,True
2423,False
2424,True
2425,False
2426,False
2427,True
2428,False
2429,False
2430,False
2431,False
2432,True
2433,True
2434,True
2435,True
2436,True
2437,False
2438,False
2439,False
2440,False
2441,False
2442,True
2443,True
2444,True
2445,False
2446,True
2447,True
2448,True
2449,True
2450,False
2451,False
2452,False
2453,True
2454,False
2455,False
2456,True
2457,False
2458,False
2459,True
2460,False
2461,False
2462,True
2463,True
2464,False
2465,False
2466,True
2467,True
2468,True
2469,True
2470,True
2471,False
2472,False
2473,True
2474,True
2475,True
2476,False
2477,False
2478,True
2479,True
2480,False
2481,False
2482,False
2483,True
2484,False
2485,True
2486,True
2487,False
2488,False
2489,True
2490,False
2491,True
2492,False
2493,True
2494,True
2495,True
2496,False
2497,False
2498,False
2499,False
2500,True
2501,True
2502,False
2503,True
2504,False
2505,True
2506,False
2507,False
2508,True
2509,False
2510,False
2511,True
2512,True
2513,False
2514,False
2515,False
2516,False
2517,True
2518,True
2519,True
2520,True
2521,False
2522,False
2523,True
2524,False
2525,True
2526,True
2527,True
2528,False
2529,False
2530,False
2531,False
2532,True
2533,True
2534,False
2535,True
2536,True
2537,False
2538,False
2539,True
2540,False
2541,True
2542,True
2543,False
2544,True
2545,False
2546,True
2547,True
2548,False
2549,False
2550,False
2551,True
2552,False
2553,False
2554,True
2555,False
2556,True
2557,False
2558,False
2559,False
2560,False
2561,True
2562,False
2563,False
2564,False
2565,False
2566,True
2567,True
2568,False
2569,True
2570,True
2571,False
2572,True
2573,True
2574,False
2575,True
2576,True
2577,True
2578,True
2579,True
2580,False
2581,False
2582,False
2583,True
2584,True
2585,True
2586,False
2587,False
2588,True
2589,False
2590,False
2591,True
2592,True
2593,False
2594,True
2595,True
2596,True
2597,True
2598,True
2599,False
2600,False
2601,False
2602,False
2603,False
2604,True
2605,True
2606,False
2607,False
2608,False
2609,False
2610,True
2611,True
2612,False
2613,True
2614,False
2615,True
2616,True
2617,False
2618,True
2619,True
2620,False
2621,True
2622,False
2623,False
2624,False
2625,False
2626,False
2627,True
2628,False
2629,True
2630,True
2631,False
2632,False
2633,True
2634,False
2635,True
2636,False
2637,False
2638,False
2639,False
2640,False
2641,True
2642,True
2643,True
2644,True
2645,False
2646,True
2647,False
2648,True
2649,False
2650,True
2651,False
2652,True
2653,True
2654,True
2655,False
2656,False
2657,True
2658,False
2659,True
2660,False
2661,False
2662,True
2663,True
2664,True
2665,False
2666,False
2667,True
2668,True
2669,False
2670,False
2671,False
2672,False
2673,False
2674,False
2675,True
2676,False
2677,True
2678,True
2679,True
2680,True
2681,False
2682,False
2683,False
2684,True
2685,True
2686,False
2687,False
2688,False
2689,True
2690,False
2691,False
2692,True
2693,True
2694,True
2695,True
2696,False
2697,False
2698,False
2699,False
2700,True
2701,False
2702,True
2703,False
2704,False
2705,True
2706,False
2707,True
2708,True
2709,False
2710,False
2711,True
2712,True
2713,True
2714,False
2715,True
2716,True
2717,True
2718,True
2719,True
2720,True
2721,True
2722,True
2723,False
2724,True
2725,True
2726,False
2727,False
2728,False
2729,False
2730,True
2731,True
2732,True
2733,True
2734,False
2735,True
2736,True
2737,False
2738,True
2739,False
2740,False
2741,True
2742,False
2743,True
2744,False
2745,True
2746,True
2747,False
2748,True
2749,True
2750,False
2751,True
2752,True
2753,True
2754,False
2755,True
2756,False
2757,True
2758,True
2759,False
2760,False
2761,True
2762,False
2763,True
2764,True
2765,True
2766,False
2767,True
2768,False
2769,True
2770,False
2771,False
2772,False
2773,True
2774,False
2775,True
2776,False
2777,False
2778,False
2779,True
2780,True
2781,True
2782,False
2783,True
2784,True
2785,False
2786,False
2787,True
2788,False
2789,False
2790,False
2791,False
2792,False
2793,False
2794,False
2795,True
2796,False
2797,False
2798,True
2799,False
2800,True
2801,True
2802,True
2803,True
2804,False
2805,True
2806,True
2807,True
2808,False
2809,True
2810,False
2811,True
2812,True
2813,True
2814,True
2815,True
2816,False
2817,False
2818,True
2819,False
2820,False
2821,False
2822,True
2823,True
2824,False
2825,True
2826,True
2827,False
2828,True
2829,True
2830,True
2831,True
2832,True
2833,False
2834,False
2835,True
2836,False
2837,True
2838,False
2839,False
2840,False
2841,False
2842,True
2843,False
2844,False
2845,True
2846,False
2847,True
2848,True
2849,False
2850,True
2851,True
2852,False
2853,False
2854,True
2855,True
2856,True
2857,True
2858,True
2859,False
2860,True
2861,False
2862,True
2863,False
2864,True
2865,False
2866,True
2867,False
2868,False
2869,True
2870,False
2871,False
2872,True
2873,True
2874,False
2875,True
2876,True
2877,False
2878,True
2879,True
2880,True
2881,False
2882,False
2883,False
2884,True
2885,True
2886,False
2887,True
2888,False
2889,False
2890,True
2891,True
2892,True
2893,False
2894,False
2895,True
2896,False
2897,False
2898,False
2899,True
2900,True
2901,True
2902,True
2903,False
2904,True
2905,False
2906,True
2907,False
2908,False
2909,True
2910,False
2911,True
2912,True
2913,True
2914,True
2915,True
2916,False
2917,True
2918,True
2919,False
2920,False
2921,True
2922,True
2923,False
2924,True
2925,True
2926,True
2927,True
2928,True
2929,False
2930,False
2931,True
2932,False
2933,False
2934,True
2935,False
2936,True
2937,False
2938,False
2939,True
2940,True
2941,True
2942,False
2943,True
2944,True
2945,False
2946,True
2947,False
2948,True
2949,True
2950,False
2951,True
2952,True
2953,False
2954,True
2955,True
2956,True
2957,True
2958,True
2959,True
2960,True
2961,True
2962,False
2963,True
2964,False
2965,True
2966,True
2967,False
2968,True
2969,True
2970,True
2971,False
2972,False
2973,True
2974,False
2975,True
2976,True
2977,False
2978,False
2979,False
2980,False
2981,True
2982,True
2983,False
2984,False
2985,True
2986,False
2987,True
2988,True
2989,True
2990,True
2991,True
2992,True
2993,True
2994,True
2995,False
